nickname,teams,player_id,age,country,rating
tutehen,"VELOX, Isurus, Gale Force, Miami Flamingos",10506.0,29.0,Argentina,0.93
emi,"Valiance, Binary Dragons, iNation",2476.0,28.0,Serbia,0.93
Duplicate,"SKADE, FATE",16410.0,21.0,Bulgaria,1.0
Polly,"LGB, London Conspiracy, Apeks",3631.0,31.0,Norway,0.93
hutji,Vega Squadron,8790.0,26.0,Russia,0.93
ztr,"Young Ninjas, NIP",16486.0,18.0,Sweden,0.98
crisby,"ALTERNATE aTTaX, EURONICS, Unicorns of Love",1064.0,30.0,Germany,0.93
matty,"EC Brugge, Izako Boars",8231.0,26.0,Poland,0.93
mynio,"Wisla Krakow, Anonymo",4829.0,26.0,Poland,0.93
kiR,Tricked,10938.0,22.0,Denmark,0.98
SkulL,"Genuine, Taboo, Masterminds, Chiefs",14290.0,24.0,Australia,1.01
quix,"Lilmix, Vexed, Publiclir.se",3329.0,29.0,Sweden,0.93
aVN,"4glory, lvlUP, BLUEJAYS",5351.0,25.0,Serbia,0.92
S0tF1k,"Spirit, Espada",9081.0,27.0,Russia,0.92
TACO,"SK, MIBR, GODSENT, Liquid, Luminosity",9217.0,27.0,Brazil,0.92
hitMouse,"Nemiga, K29",1200.0,32.0,Belarus,0.92
Xp3,"Winterfox, Denial, ELEVATE",1331.0,35.0,France,0.92
pNshr,"Windigo, ex-Outlaws",1278.0,30.0,Bulgaria,0.92
arki,SAW,356.0,32.0,Spain,0.92
MSL,"Dignitas, North",7156.0,27.0,Denmark,0.92
SANJI,"Virtus.pro, AVANGAR, Syman",11716.0,24.0,Uzbekistan,0.97
sorrow,"100PG, Unique",19967.0,26.0,Kazakhstan,0.96
Luz,"PRIDE, Izako Boars",5385.0,28.0,Poland,0.92
Zeus,Natus Vincere,484.0,34.0,Ukraine,0.92
akez,"777, Apeks",8837.0,30.0,Norway,0.92
nak,"Sharks, RED Canids",169.0,35.0,Brazil,0.92
arya,"Splyce, 3sUP",6453.0,29.0,United States,0.92
BTN,Nexus,1206.0,33.0,Romania,0.92
ncl,"TheMongolz, TIGER, Mazaalai",9736.0,27.0,Mongolia,0.91
pietola,KOVA,9820.0,24.0,Finland,0.91
svyat,"Hard Legion, DreamEaters, AVE",12016.0,27.0,Russia,0.98
SENER1,"Bad News Eagles, BLINK",15778.0,25.0,Kosovo,0.98
Dav,"iNation, Squared, ONYX",4218.0,30.0,Serbia,0.91
karrigan,"FaZe, MOUZ, TSM",429.0,32.0,Denmark,0.91
xartE,"SJ, HAVU, ENCE, hREDS",7537.0,30.0,Finland,0.91
LEGIJA,"BIG, MOUZ, NRG",3252.0,31.0,Germany,0.91
roman,"Nemiga, K29",1154.0,33.0,Belarus,0.91
Shara,"FlipSid3, spray'n'pray",1866.0,29.0,Ukraine,0.91
wayLander,"FlipSid3, pro100, Winstrike",7796.0,28.0,Russia,0.91
BONA,"SJ, VITALIS, hREDS",10114.0,22.0,Finland,0.91
sAw,"HAVU, iGame.com, RCTIC",7821.0,30.0,Finland,0.9
coolio,"Budapest Five, Salamander",14202.0,22.0,Hungary,0.94
kRYSTAL,"PENTA, ALTERNATE aTTaX, GODSENT",7218.0,29.0,Germany,0.9
MiGHTYMAX,Endpoint,8983.0,25.0,United Kingdom,0.9
crush,"pro100, Vega Squadron, HellRaisers",9348.0,26.0,Ukraine,0.9
balblna,"Quantum Bellator Fire, Winstrike",8294.0,26.0,Russia,0.9
ben1337,"Party Astronauts, New England Whalers, High Coast",13250.0,24.0,United States,0.97
sycrone,"Sprout, North Academy, Tricked, Team123",9295.0,26.0,Denmark,0.9
nkl,"E-frag.net, GPlay, MK, Orbit",5327.0,28.0,Bulgaria,0.9
hooch,"EPG, Gambit",499.0,35.0,Russia,0.9
Golden,"fnatic, fnatic Academy, Cloud9",11110.0,28.0,Sweden,0.94
lunAtic,PACT,9798.0,29.0,Poland,0.9
FNS,"CLG, TSM",6451.0,30.0,Canada,0.89
spiker,"Monolith, PiTER, Empire, Rebels",7797.0,28.0,Russia,0.89
Psycho,"Run or Die, Project X, CR4ZY, Akuma, Windigo Academy",16563.0,25.0,Ukraine,0.96
Adam9130,"Into the Breach, GamerLegion, Vexed",18219.0,24.0,United Kingdom,0.97
JiNKZ,"3DMAX, Heretics",15120.0,27.0,France,0.97
MAiNLiNE,"Enemy, Selfless, eUnited, Method",9017.0,26.0,United States,0.89
pronax,"fnatic, GODSENT",41.0,31.0,Sweden,0.89
Polen,Mythic,9882.0,26.0,United States,0.89
IceBerg,"Tricked, Singularity, Ambush",16731.0,21.0,Denmark,0.94
Lambert,"LDLC, EnVyUs Academy",8047.0,30.0,France,0.88
LeX,"Mythic, Winterfox, Luminosity",8504.0,32.0,United States,0.88
ScrunK,"ALTERNATE aTTaX, expert",8212.0,27.0,Germany,0.88
torben,Fragsters,10993.0,27.0,Denmark,0.93
seang@res,"Cloud9, Misfits, Echo Fox",1916.0,34.0,United States,0.88
daps,"NRG, OpTic, Gen.G",8521.0,29.0,Canada,0.88
flowsicK,"Denial, Winterfox, Liquid",1328.0,31.0,United States,0.87
BERRY,"Ambush, OPAA",921.0,32.0,Denmark,0.87
birdfromsky,"Lyngby Vikings, ECSTATIC",13718.0,28.0,Denmark,0.99
advent,"ViCi, VG.CyberZen",8600.0,30.0,China,0.87
nawrot,"AVEZ, Izako Boars",15726.0,23.0,Poland,0.92
HooXi,Copenhagen Flames,10096.0,27.0,Denmark,0.87
def,"pro100, ACG",9350.0,27.0,Ukraine,0.86
djL,"Chaos, Japaleno, Red Reserve",12572.0,28.0,Sweden,0.91
Devilwalk,"fnatic, Epsilon",7378.0,31.0,Sweden,0.86
Twista,"RCTIC, iGame.com, LGR",1964.0,35.0,Finland,0.85
gob b,"BIG, MOUZ, NRG",136.0,35.0,Germany,0.85
Slemmy,"Complexity, Cloud9, Selfless",8708.0,31.0,United States,0.85
PASHANOJ,"Unique, ex-ETHEREAL",13779.0,28.0,Russia,0.9
B1ad3,FlipSid3,472.0,35.0,Ukraine,0.83
netrick,"AGF, unknown, LPSP, Forcebuy",8422.0,27.0,Denmark,0.82
HUNDEN,"Tricked, ALTERNATE aTTaX",7415.0,31.0,Denmark,0.81
RuFire,"SG.pro, 5balls, VP.Prodigy",13156.0,27.0,Russia,0.84
OCEAN,"subtLe, SKDC, Splyce",6455.0,35.0,Canada,0.77
