nickname,teams,Unnamed: 0,player_id,age,country,rating
string,string,continuous,continuous,continuous,ARG AUS BEL BGR BIH BLR BRA CAN CHE CHN CZE DEU DNK ESP EST FIN FRA GBR GTM HKG HUN IDN ISR JOR KAZ KOR LTU LVA MEX MKD MNE MNG MYS NLD NOR NZL POL PRT ROU RUS SGP SRB SVK SWE THA TUR TWN UKR URY USA UZB XKX ZAF,continuous
xms,"Envy, Heretics, LDLC",646.0,9545.0,25.0,FRA,0.96
w1nt3r,"100PG, Unique, Se7en, BOOT-d[S]",647.0,14359.0,24.0,KAZ,1.0
Uber,"Enemy, Complexity, Selfless",648.0,9053.0,25.0,CAN,0.96
Aleksib,"OG, ENCE, HAVU",649.0,9816.0,25.0,FIN,0.96
glow,MVP PK,650.0,205.0,34.0,KOR,1.01
Kvik,"Quantum Bellator Fire, Winstrike",651.0,8459.0,26.0,LTU,0.96
ProbLeM,"HellRaisers, bankaPEPSI",652.0,16870.0,23.0,RUS,1.02
Kristou,"AGF, North",653.0,10961.0,20.0,DNK,0.99
MAJ3R,"Space Soldiers, Sangal",654.0,150.0,31.0,TUR,0.96
JazzPimp,"Gaimin Gladiators, Recon 5, ChocoCheck",655.0,11039.0,25.0,USA,1.01
LOGAN,"LDLC, Heretics",656.0,13042.0,24.0,FRA,1.01
tiziaN,"BIG, ALTERNATE aTTaX",657.0,5796.0,26.0,DEU,0.96
0i,"Invictus, New4, FIVE, After",658.0,11358.0,26.0,CHN,1.0
nbl,Isurus,659.0,10508.0,25.0,ARG,0.96
smF,"CPH Wolves, Secret",660.0,7414.0,30.0,DNK,0.96
YJ,W7M,661.0,11746.0,26.0,BRA,1.0
kinqie,"DreamEaters, Hard Legion",662.0,3459.0,30.0,RUS,0.96
Snappi,"ENCE, Heroic, OpTic",663.0,922.0,32.0,DNK,0.96
tahsiN,"PENTA, Berzerk, KILLERFISH",664.0,2148.0,31.0,DEU,0.96
maNkz,"ECSTATIC, Lyngby Vikings, Copenhagen Flames",665.0,15349.0,24.0,DNK,1.02
ponczek,Wisla Krakow,666.0,11286.0,27.0,POL,1.0
PR1mE,Tricked,667.0,19038.0,21.0,DNK,0.99
NEO,"Virtus.pro, HONORIS",668.0,165.0,35.0,POL,0.95
misutaaa,Vitality,669.0,14176.0,19.0,FRA,1.0
denis,"Sprout, MOUZ",670.0,7511.0,27.0,DEU,0.95
RZU,"Triumph, Bad News Bears, Rugratz",671.0,13179.0,22.0,USA,1.01
beastik,SINNERS,672.0,11199.0,24.0,CZE,1.01
alexRr,"expert, Planetkey, DIVIZON",673.0,7508.0,26.0,DEU,0.95
dezon,"Savage, Galaxy Racer, Japaleno",674.0,15639.0,24.0,SWE,1.01
dumz,"DenDD, Singularity, Manatee",675.0,7958.0,26.0,SWE,0.95
friberg,"NIP, Dignitas, Heroic",676.0,7148.0,30.0,SWE,0.95
caike,"g3x, Yeah, Isurus, TeamOne",677.0,10563.0,27.0,BRA,0.95
TaZ,"HONORIS, Virtus.pro, Kinguin",678.0,161.0,36.0,POL,0.95
steel,"Movistar Riders, Luminosity, Immortals",679.0,7382.0,28.0,BRA,0.95
Console,"Tricked, ALTERNATE aTTaX, Copenhagen Flames, Singularity",680.0,10404.0,26.0,DNK,0.95
devoduvek,"LDLC, Misfits, Heretics",681.0,10569.0,27.0,FRA,0.95
CONNOR93,"Ghost, Bee's Money Crew, BlackOut, The Pioneers",682.0,9660.0,28.0,CAN,0.95
soju_j,"Legacy, AVANT, Chiefs, Dire Wolves",683.0,12590.0,24.0,NZL,1.01
KrizzeN,"AVANGAR, Winstrike",684.0,12161.0,22.0,KAZ,1.01
dERZKIY,"K29, ANOX",685.0,7942.0,26.0,BLR,0.95
darko,PACT,686.0,11287.0,24.0,POL,1.02
RAiLWAY,"INDE IRAE, Espada",687.0,14161.0,26.0,RUS,1.0
Grus,"Apeks, 777",688.0,16462.0,24.0,NOR,1.0
H4RR3,"777, Nordavind",689.0,14311.0,25.0,NOR,1.03
oxygeN,SKADE,690.0,18697.0,19.0,BGR,1.0
AcilioN,"Copenhagen Flames, SK, Apeks",691.0,8151.0,25.0,DNK,0.95
JT,"Extra Salt, Bravado, ATK, Cloud9",692.0,11630.0,23.0,ZAF,1.02
flashie,"GameAgents, Orgless",693.0,5440.0,26.0,HUN,0.95
strux1,"PENTA, 3DMAX, Planetkey",694.0,7214.0,31.0,DEU,0.95
arvid,SJ,695.0,9325.0,25.0,FIN,0.95
ecfN,ALTERNATE aTTaX,696.0,10367.0,26.0,DEU,0.95
Karsa,"Flash, OneThree, EHOME",697.0,8599.0,30.0,CHN,0.95
Inzta,"Tricked, Singularity",698.0,7463.0,29.0,DNK,0.94
rafftu,"SKADE, Bpro, FATE",699.0,16412.0,22.0,BGR,1.0
uNdo,"Unique, Quantum Bellator Fire, Space Jam",700.0,7943.0,27.0,BLR,0.94
vSa,"Rise Nation, Vision, Ghost",701.0,9845.0,28.0,CAN,0.94
Rock1nG,"SKADE, Outlaws, Bpro",702.0,10762.0,25.0,BGR,1.01
Fifflaren,NIP,703.0,7147.0,34.0,SWE,0.94
kzy,"EURONICS, ALTERNATE aTTaX, Unicorns of Love",704.0,3517.0,32.0,DEU,0.94
boX,"Nemiga, GoodJob",705.0,13976.0,27.0,BLR,1.04
TOAO,"AGO, Izako Boars",706.0,11278.0,25.0,POL,0.99
SileNt,"Swole Patrol, Method, NRG",707.0,8752.0,27.0,USA,0.94
tonyblack,Spirit,708.0,1950.0,29.0,RUS,0.94
Twixie,"KOVA, HAVU",709.0,15180.0,20.0,FIN,1.0
arch,"Preparation, Spirit, Worst Players",710.0,8410.0,26.0,UKR,0.94
Shakezullah,"Bad News Bears, Triumph, Singularity, iNTACT",711.0,14203.0,24.0,USA,1.0
EXUS,"PRIDE, Izako Boars",712.0,8549.0,24.0,POL,0.94
RIZZZ,"OFFSET, Giants",713.0,2260.0,29.0,PRT,1.0
LOMME,"North Academy, Tricked, No Problem!",714.0,1889.0,28.0,DNK,0.94
interz,"Gambit Youngsters, Gambit",715.0,15071.0,21.0,RUS,0.99
Ex6TenZ,"Titan, LDLC, VeryGames, G2",716.0,7166.0,32.0,BEL,0.94
ub1que,"EPG, PiTER, Preparation",717.0,7405.0,30.0,RUS,0.94
BRACE,VERTEX,718.0,12588.0,22.0,AUS,0.99
Noisia,"AVANT, Breakaway, Dark Sided",719.0,11492.0,26.0,AUS,0.99
ngiN,"Space Soldiers, Sangal",720.0,9857.0,29.0,TUR,0.94
forget,"5POWER, UYA",721.0,2292.0,32.0,CHN,0.94
Sidney,"UNGENTIUM, AGO, PACT, Illuminar",722.0,15697.0,24.0,POL,0.99
repo,"PRIDE, ESC, AGG, Vexed",723.0,8320.0,25.0,POL,0.94
neaLaN,"K23, Syman",724.0,11940.0,21.0,KAZ,1.0
DANZ,"Corvidae, Kanga, AVANT",725.0,9104.0,28.0,AUS,0.93
tutehen,"VELOX, Isurus, Gale Force, Miami Flamingos",726.0,10506.0,29.0,ARG,0.93
emi,"Valiance, Binary Dragons, iNation",727.0,2476.0,28.0,SRB,0.93
Duplicate,"SKADE, FATE",728.0,16410.0,21.0,BGR,1.0
Polly,"LGB, London Conspiracy, Apeks",729.0,3631.0,31.0,NOR,0.93
hutji,Vega Squadron,730.0,8790.0,26.0,RUS,0.93
ztr,"Young Ninjas, NIP",731.0,16486.0,18.0,SWE,0.98
crisby,"ALTERNATE aTTaX, EURONICS, Unicorns of Love",732.0,1064.0,30.0,DEU,0.93
matty,"EC Brugge, Izako Boars",733.0,8231.0,26.0,POL,0.93
mynio,"Wisla Krakow, Anonymo",734.0,4829.0,26.0,POL,0.93
kiR,Tricked,735.0,10938.0,22.0,DNK,0.98
SkulL,"Genuine, Taboo, Masterminds, Chiefs",736.0,14290.0,24.0,AUS,1.01
quix,"Lilmix, Vexed, Publiclir.se",737.0,3329.0,29.0,SWE,0.93
aVN,"4glory, lvlUP, BLUEJAYS",738.0,5351.0,25.0,SRB,0.92
S0tF1k,"Spirit, Espada",739.0,9081.0,27.0,RUS,0.92
TACO,"SK, MIBR, GODSENT, Liquid, Luminosity",740.0,9217.0,27.0,BRA,0.92
hitMouse,"Nemiga, K29",741.0,1200.0,32.0,BLR,0.92
Xp3,"Winterfox, Denial, ELEVATE",742.0,1331.0,35.0,FRA,0.92
pNshr,"Windigo, ex-Outlaws",743.0,1278.0,30.0,BGR,0.92
arki,SAW,744.0,356.0,32.0,ESP,0.92
MSL,"Dignitas, North",745.0,7156.0,27.0,DNK,0.92
SANJI,"Virtus.pro, AVANGAR, Syman",746.0,11716.0,24.0,UZB,0.97
sorrow,"100PG, Unique",747.0,19967.0,26.0,KAZ,0.96
Luz,"PRIDE, Izako Boars",748.0,5385.0,28.0,POL,0.92
Zeus,Natus Vincere,749.0,484.0,34.0,UKR,0.92
akez,"777, Apeks",750.0,8837.0,30.0,NOR,0.92
nak,"Sharks, RED Canids",751.0,169.0,35.0,BRA,0.92
arya,"Splyce, 3sUP",752.0,6453.0,29.0,USA,0.92
BTN,Nexus,753.0,1206.0,33.0,ROU,0.92
ncl,"TheMongolz, TIGER, Mazaalai",754.0,9736.0,27.0,MNG,0.91
pietola,KOVA,755.0,9820.0,24.0,FIN,0.91
svyat,"Hard Legion, DreamEaters, AVE",756.0,12016.0,27.0,RUS,0.98
SENER1,"Bad News Eagles, BLINK",757.0,15778.0,25.0,XKX,0.98
Dav,"iNation, Squared, ONYX",758.0,4218.0,30.0,SRB,0.91
karrigan,"FaZe, MOUZ, TSM",759.0,429.0,32.0,DNK,0.91
xartE,"SJ, HAVU, ENCE, hREDS",760.0,7537.0,30.0,FIN,0.91
LEGIJA,"BIG, MOUZ, NRG",761.0,3252.0,31.0,DEU,0.91
roman,"Nemiga, K29",762.0,1154.0,33.0,BLR,0.91
Shara,"FlipSid3, spray'n'pray",763.0,1866.0,29.0,UKR,0.91
wayLander,"FlipSid3, pro100, Winstrike",764.0,7796.0,28.0,RUS,0.91
BONA,"SJ, VITALIS, hREDS",765.0,10114.0,22.0,FIN,0.91
sAw,"HAVU, iGame.com, RCTIC",766.0,7821.0,30.0,FIN,0.9
coolio,"Budapest Five, Salamander",767.0,14202.0,22.0,HUN,0.94
kRYSTAL,"PENTA, ALTERNATE aTTaX, GODSENT",768.0,7218.0,29.0,DEU,0.9
MiGHTYMAX,Endpoint,769.0,8983.0,25.0,GBR,0.9
crush,"pro100, Vega Squadron, HellRaisers",770.0,9348.0,26.0,UKR,0.9
balblna,"Quantum Bellator Fire, Winstrike",771.0,8294.0,26.0,RUS,0.9
ben1337,"Party Astronauts, New England Whalers, High Coast",772.0,13250.0,24.0,USA,0.97
sycrone,"Sprout, North Academy, Tricked, Team123",773.0,9295.0,26.0,DNK,0.9
nkl,"E-frag.net, GPlay, MK, Orbit",774.0,5327.0,28.0,BGR,0.9
hooch,"EPG, Gambit",775.0,499.0,35.0,RUS,0.9
Golden,"fnatic, fnatic Academy, Cloud9",776.0,11110.0,28.0,SWE,0.94
lunAtic,PACT,777.0,9798.0,29.0,POL,0.9
FNS,"CLG, TSM",778.0,6451.0,30.0,CAN,0.89
spiker,"Monolith, PiTER, Empire, Rebels",779.0,7797.0,28.0,RUS,0.89
Psycho,"Run or Die, Project X, CR4ZY, Akuma, Windigo Academy",780.0,16563.0,25.0,UKR,0.96
Adam9130,"Into the Breach, GamerLegion, Vexed",781.0,18219.0,24.0,GBR,0.97
JiNKZ,"3DMAX, Heretics",782.0,15120.0,27.0,FRA,0.97
MAiNLiNE,"Enemy, Selfless, eUnited, Method",783.0,9017.0,26.0,USA,0.89
pronax,"fnatic, GODSENT",784.0,41.0,31.0,SWE,0.89
Polen,Mythic,785.0,9882.0,26.0,USA,0.89
IceBerg,"Tricked, Singularity, Ambush",786.0,16731.0,21.0,DNK,0.94
Lambert,"LDLC, EnVyUs Academy",787.0,8047.0,30.0,FRA,0.88
LeX,"Mythic, Winterfox, Luminosity",788.0,8504.0,32.0,USA,0.88
ScrunK,"ALTERNATE aTTaX, expert",789.0,8212.0,27.0,DEU,0.88
torben,Fragsters,790.0,10993.0,27.0,DNK,0.93
seang@res,"Cloud9, Misfits, Echo Fox",791.0,1916.0,34.0,USA,0.88
daps,"NRG, OpTic, Gen.G",792.0,8521.0,29.0,CAN,0.88
flowsicK,"Denial, Winterfox, Liquid",793.0,1328.0,31.0,USA,0.87
BERRY,"Ambush, OPAA",794.0,921.0,32.0,DNK,0.87
birdfromsky,"Lyngby Vikings, ECSTATIC",795.0,13718.0,28.0,DNK,0.99
advent,"ViCi, VG.CyberZen",796.0,8600.0,30.0,CHN,0.87
nawrot,"AVEZ, Izako Boars",797.0,15726.0,23.0,POL,0.92
HooXi,Copenhagen Flames,798.0,10096.0,27.0,DNK,0.87
def,"pro100, ACG",799.0,9350.0,27.0,UKR,0.86
djL,"Chaos, Japaleno, Red Reserve",800.0,12572.0,28.0,SWE,0.91
Devilwalk,"fnatic, Epsilon",801.0,7378.0,31.0,SWE,0.86
Twista,"RCTIC, iGame.com, LGR",802.0,1964.0,35.0,FIN,0.85
gob b,"BIG, MOUZ, NRG",803.0,136.0,35.0,DEU,0.85
Slemmy,"Complexity, Cloud9, Selfless",804.0,8708.0,31.0,USA,0.85
PASHANOJ,"Unique, ex-ETHEREAL",805.0,13779.0,28.0,RUS,0.9
B1ad3,FlipSid3,806.0,472.0,35.0,UKR,0.83
netrick,"AGF, unknown, LPSP, Forcebuy",807.0,8422.0,27.0,DNK,0.82
HUNDEN,"Tricked, ALTERNATE aTTaX",808.0,7415.0,31.0,DNK,0.81
RuFire,"SG.pro, 5balls, VP.Prodigy",809.0,13156.0,27.0,RUS,0.84
OCEAN,"subtLe, SKDC, Splyce",810.0,6455.0,35.0,CAN,0.77
